date,epiweek,year,month,geography,geography_code,geography_type,disease,metric,positivity_percent,positive_tests,total_tests,age,sex
2024-10-27,43,2024,10,East Midlands,E12000004,Region,RSV,rsv_testing_positivityByWeek,5.78,341,5895,all,all
2024-11-03,44,2024,11,East Midlands,E12000004,Region,RSV,rsv_testing_positivityByWeek,4.94,356,7210,all,all
2024-11-10,45,2024,11,East Midlands,E12000004,Region,RSV,rsv_testing_positivityByWeek,5.22,333,6377,all,all
2024-11-17,46,2024,11,East Midlands,E12000004,Region,RSV,rsv_testing_positivityByWeek,5.5,239,4345,all,all
2024-11-24,47,2024,11,East Midlands,E12000004,Region,RSV,rsv_testing_positivityByWeek,5.73,242,4220,all,all
2024-12-01,48,2024,12,East Midlands,E12000004,Region,RSV,rsv_testing_positivityByWeek,5.93,298,5027,all,all
2024-12-08,49,2024,12,East Midlands,E12000004,Region,RSV,rsv_testing_positivityByWeek,6.52,208,3191,all,all
2024-12-15,50,2024,12,East Midlands,E12000004,Region,RSV,rsv_testing_positivityByWeek,5.52,321,5815,all,all
2024-12-22,51,2024,12,East Midlands,E12000004,Region,RSV,rsv_testing_positivityByWeek,5.01,229,4575,all,all
2024-12-29,52,2024,12,East Midlands,E12000004,Region,RSV,rsv_testing_positivityByWeek,5.11,337,6601,all,all
2023-01-01,52,2023,1,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,5.03,231,4594,all,all
2023-01-08,1,2023,1,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,4.6,233,5064,all,all
2023-01-15,2,2023,1,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,5.02,275,5480,all,all
2023-01-22,3,2023,1,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,3.6,152,4225,all,all
2023-01-29,4,2023,1,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,3.66,129,3521,all,all
2023-02-05,5,2023,2,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,2.74,85,3101,all,all
2023-02-12,6,2023,2,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,3.94,241,6120,all,all
2023-02-19,7,2023,2,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,2.41,122,5061,all,all
2023-02-26,8,2023,2,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,2.61,114,4374,all,all
2023-03-05,9,2023,3,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,2.43,65,2677,all,all
2023-03-12,10,2023,3,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,1.64,60,3663,all,all
2023-03-19,11,2023,3,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,1.95,82,4206,all,all
2023-03-26,12,2023,3,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,1.21,71,5877,all,all
2023-04-02,13,2023,4,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,1.4,69,4916,all,all
2023-04-09,14,2023,4,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,0.78,49,6272,all,all
2023-04-16,15,2023,4,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,0.62,42,6787,all,all
2023-04-23,16,2023,4,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,0.5,30,6031,all,all
2023-04-30,17,2023,4,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,0.67,28,4186,all,all
2023-05-07,18,2023,5,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,0.08,2,2502,all,all
2023-05-14,19,2023,5,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,0.04,1,2840,all,all
2023-05-21,20,2023,5,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,0.08,4,5277,all,all
2023-05-28,21,2023,5,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,0.09,6,6879,all,all
2023-06-04,22,2023,6,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,0.06,3,4964,all,all
2023-06-11,23,2023,6,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,0.38,15,3990,all,all
2023-06-18,24,2023,6,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,0.54,18,3321,all,all
2023-06-25,25,2023,6,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,0.74,23,3119,all,all
2023-07-02,26,2023,7,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,0.65,46,7047,all,all
2023-07-09,27,2023,7,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,1.52,44,2889,all,all
2023-07-16,28,2023,7,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,2.17,81,3734,all,all
2023-07-23,29,2023,7,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,1.87,48,2566,all,all
2023-07-30,30,2023,7,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,2.39,152,6347,all,all
2023-08-06,31,2023,8,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,2.17,85,3920,all,all
2023-08-13,32,2023,8,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,2.69,118,4385,all,all
2023-08-20,33,2023,8,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,2.35,140,5956,all,all
2023-08-27,34,2023,8,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,3.46,140,4051,all,all
2023-09-03,35,2023,9,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,3.39,194,5727,all,all
2023-09-10,36,2023,9,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,3.57,187,5235,all,all
2023-09-17,37,2023,9,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,3.59,97,2699,all,all
2023-09-24,38,2023,9,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,4.81,350,7278,all,all
2023-10-01,39,2023,10,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,4.54,154,3395,all,all
2023-10-08,40,2023,10,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,4.32,313,7238,all,all
2023-10-15,41,2023,10,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,4.91,364,7406,all,all
2023-10-22,42,2023,10,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,5.18,330,6376,all,all
2023-10-29,43,2023,10,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,6.1,197,3230,all,all
2023-11-05,44,2023,11,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,6.7,475,7088,all,all
2023-11-12,45,2023,11,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,5.62,160,2845,all,all
2023-11-19,46,2023,11,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,6.15,250,4068,all,all
2023-11-26,47,2023,11,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,6.07,333,5482,all,all
2023-12-03,48,2023,12,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,4.69,207,4410,all,all
2023-12-10,49,2023,12,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,5.63,225,3999,all,all
2023-12-17,50,2023,12,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,5.56,306,5504,all,all
2023-12-24,51,2023,12,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,5.43,191,3520,all,all
2023-12-31,52,2023,12,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,4.21,274,6504,all,all
2024-01-07,1,2024,1,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,5.52,145,2626,all,all
2024-01-14,2,2024,1,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,3.38,138,4080,all,all
2024-01-21,3,2024,1,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,3.11,138,4434,all,all
2024-01-28,4,2024,1,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,3.71,120,3235,all,all
2024-02-04,5,2024,2,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,3.27,102,3116,all,all
2024-02-11,6,2024,2,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,2.75,196,7130,all,all
2024-02-18,7,2024,2,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,3.08,213,6922,all,all
2024-02-25,8,2024,2,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,2.71,140,5172,all,all
2024-03-03,9,2024,3,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,1.81,114,6299,all,all
2024-03-10,10,2024,3,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,1.65,120,7260,all,all
2024-03-17,11,2024,3,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,1.71,47,2748,all,all
2024-03-24,12,2024,3,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,1.28,62,4825,all,all
2024-03-31,13,2024,3,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,1.13,52,4618,all,all
2024-04-07,14,2024,4,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,0.93,68,7307,all,all
2024-04-14,15,2024,4,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,0.1,7,7047,all,all
2024-04-21,16,2024,4,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,0.54,34,6310,all,all
2024-04-28,17,2024,4,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,0.16,11,6742,all,all
2024-05-05,18,2024,5,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,0.11,7,6469,all,all
2024-05-12,19,2024,5,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,0.78,51,6525,all,all
2024-05-19,20,2024,5,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,0.38,17,4475,all,all
2024-05-26,21,2024,5,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,0.84,40,4751,all,all
2024-06-02,22,2024,6,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,0.09,4,4284,all,all
2024-06-09,23,2024,6,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,0.55,29,5228,all,all
2024-06-16,24,2024,6,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,0.4,16,3959,all,all
2024-06-23,25,2024,6,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,0.35,26,7336,all,all
2024-06-30,26,2024,6,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,0.92,67,7285,all,all
2024-07-07,27,2024,7,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,1.62,83,5125,all,all
2024-07-14,28,2024,7,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,1.41,53,3760,all,all
2024-07-21,29,2024,7,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,1.36,34,2504,all,all
2024-07-28,30,2024,7,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,1.76,130,7386,all,all
2024-08-04,31,2024,8,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,2.28,120,5253,all,all
2024-08-11,32,2024,8,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,2.96,182,6140,all,all
2024-08-18,33,2024,8,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,3.4,251,7377,all,all
2024-08-25,34,2024,8,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,3.78,159,4208,all,all
2024-09-01,35,2024,9,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,3.72,245,6578,all,all
2024-09-08,36,2024,9,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,3.72,166,4468,all,all
2024-09-15,37,2024,9,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,3.48,238,6848,all,all
2024-09-22,38,2024,9,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,5.53,353,6383,all,all
2024-09-29,39,2024,9,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,5.14,171,3327,all,all
2024-10-06,40,2024,10,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,4.93,255,5176,all,all
2024-10-13,41,2024,10,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,4.69,127,2707,all,all
2024-10-20,42,2024,10,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,5.98,317,5298,all,all
2024-10-27,43,2024,10,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,5.81,422,7265,all,all
2024-11-03,44,2024,11,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,6.28,449,7150,all,all
2024-11-10,45,2024,11,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,5.56,223,4013,all,all
2024-11-17,46,2024,11,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,6.05,322,5322,all,all
2024-11-24,47,2024,11,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,6.62,370,5585,all,all
2024-12-01,48,2024,12,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,6.21,381,6138,all,all
2024-12-08,49,2024,12,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,6.04,209,3460,all,all
2024-12-15,50,2024,12,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,6.05,340,5616,all,all
2024-12-22,51,2024,12,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,6.18,258,4172,all,all
2024-12-29,52,2024,12,West Midlands,E12000005,Region,RSV,rsv_testing_positivityByWeek,5.22,182,3487,all,all
2023-01-01,52,2023,1,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,5.01,235,4688,all,all
2023-01-08,1,2023,1,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,4.2,222,5290,all,all
2023-01-15,2,2023,1,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,3.1,192,6185,all,all
2023-01-22,3,2023,1,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,3.88,189,4873,all,all
2023-01-29,4,2023,1,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,3.61,178,4925,all,all
2023-02-05,5,2023,2,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,3.65,269,7362,all,all
2023-02-12,6,2023,2,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,2.7,133,4917,all,all
2023-02-19,7,2023,2,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,2.54,73,2874,all,all
2023-02-26,8,2023,2,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,2.39,83,3474,all,all
2023-03-05,9,2023,3,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,1.99,126,6343,all,all
2023-03-12,10,2023,3,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,1.3,35,2682,all,all
2023-03-19,11,2023,3,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,1.41,94,6670,all,all
2023-03-26,12,2023,3,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,1.19,80,6719,all,all
2023-04-02,13,2023,4,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,0.76,35,4608,all,all
2023-04-09,14,2023,4,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,1.42,76,5354,all,all
2023-04-16,15,2023,4,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,0.2,8,4077,all,all
2023-04-23,16,2023,4,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,0.33,21,6332,all,all
2023-04-30,17,2023,4,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,0.37,27,7350,all,all
2023-05-07,18,2023,5,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,0.82,32,3926,all,all
2023-05-14,19,2023,5,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,0.48,23,4778,all,all
2023-05-21,20,2023,5,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,0.1,4,4090,all,all
2023-05-28,21,2023,5,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,0.54,15,2781,all,all
2023-06-04,22,2023,6,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,0.36,19,5232,all,all
2023-06-11,23,2023,6,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,0.81,34,4216,all,all
2023-06-18,24,2023,6,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,0.67,20,2997,all,all
2023-06-25,25,2023,6,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,1.57,115,7318,all,all
2023-07-02,26,2023,7,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,0.93,55,5915,all,all
2023-07-09,27,2023,7,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,1.1,59,5378,all,all
2023-07-16,28,2023,7,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,2.25,102,4532,all,all
2023-07-23,29,2023,7,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,2.25,129,5743,all,all
2023-07-30,30,2023,7,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,1.61,65,4048,all,all
2023-08-06,31,2023,8,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,2.78,196,7044,all,all
2023-08-13,32,2023,8,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,2.63,90,3420,all,all
2023-08-20,33,2023,8,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,3.02,147,4870,all,all
2023-08-27,34,2023,8,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,3.22,133,4130,all,all
2023-09-03,35,2023,9,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,4.48,145,3239,all,all
2023-09-10,36,2023,9,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,4.32,152,3517,all,all
2023-09-17,37,2023,9,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,4.34,201,4627,all,all
2023-09-24,38,2023,9,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,4.17,289,6926,all,all
2023-10-01,39,2023,10,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,5.59,290,5191,all,all
2023-10-08,40,2023,10,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,6.34,201,3168,all,all
2023-10-15,41,2023,10,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,6.09,381,6257,all,all
2023-10-22,42,2023,10,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,4.65,334,7190,all,all
2023-10-29,43,2023,10,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,6.47,269,4160,all,all
2023-11-05,44,2023,11,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,4.81,298,6192,all,all
2023-11-12,45,2023,11,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,5.03,223,4436,all,all
2023-11-19,46,2023,11,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,5.81,429,7383,all,all
2023-11-26,47,2023,11,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,5.79,377,6509,all,all
2023-12-03,48,2023,12,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,4.93,357,7238,all,all
2023-12-10,49,2023,12,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,6.15,254,4131,all,all
2023-12-17,50,2023,12,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,6.4,302,4722,all,all
2023-12-24,51,2023,12,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,3.87,141,3641,all,all
2023-12-31,52,2023,12,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,4.61,154,3340,all,all
2024-01-07,1,2024,1,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,3.42,154,4499,all,all
2024-01-14,2,2024,1,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,4.94,161,3258,all,all
2024-01-21,3,2024,1,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,4.1,239,5823,all,all
2024-01-28,4,2024,1,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,2.93,147,5023,all,all
2024-02-04,5,2024,2,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,4.33,258,5958,all,all
2024-02-11,6,2024,2,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,3.11,230,7395,all,all
2024-02-18,7,2024,2,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,3.23,162,5009,all,all
2024-02-25,8,2024,2,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,3.17,206,6489,all,all
2024-03-03,9,2024,3,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,2.72,130,4784,all,all
2024-03-10,10,2024,3,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,1.72,103,5985,all,all
2024-03-17,11,2024,3,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,1.63,111,6814,all,all
2024-03-24,12,2024,3,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,1.61,74,4585,all,all
2024-03-31,13,2024,3,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,1.02,36,3519,all,all
2024-04-07,14,2024,4,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,0.71,52,7359,all,all
2024-04-14,15,2024,4,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,0.71,28,3954,all,all
2024-04-21,16,2024,4,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,0.32,11,3463,all,all
2024-04-28,17,2024,4,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,0.7,28,3989,all,all
2024-05-05,18,2024,5,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,0.06,2,3330,all,all
2024-05-12,19,2024,5,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,0.19,14,7199,all,all
2024-05-19,20,2024,5,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,0.29,10,3395,all,all
2024-05-26,21,2024,5,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,0.4,19,4801,all,all
2024-06-02,22,2024,6,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,0.36,14,3909,all,all
2024-06-09,23,2024,6,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,0.22,6,2696,all,all
2024-06-16,24,2024,6,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,0.45,22,4838,all,all
2024-06-23,25,2024,6,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,0.71,33,4641,all,all
2024-06-30,26,2024,6,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,1.09,51,4664,all,all
2024-07-07,27,2024,7,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,1.23,60,4884,all,all
2024-07-14,28,2024,7,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,2.13,152,7134,all,all
2024-07-21,29,2024,7,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,1.25,63,5044,all,all
2024-07-28,30,2024,7,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,1.94,76,3912,all,all
2024-08-04,31,2024,8,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,2.45,111,4524,all,all
2024-08-11,32,2024,8,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,2.34,68,2912,all,all
2024-08-18,33,2024,8,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,2.85,134,4697,all,all
2024-08-25,34,2024,8,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,2.83,83,2934,all,all
2024-09-01,35,2024,9,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,3.94,289,7332,all,all
2024-09-08,36,2024,9,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,3.39,239,7047,all,all
2024-09-15,37,2024,9,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,4.39,288,6553,all,all
2024-09-22,38,2024,9,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,4.12,106,2570,all,all
2024-09-29,39,2024,9,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,5.37,255,4749,all,all
2024-10-06,40,2024,10,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,4.94,255,5166,all,all
2024-10-13,41,2024,10,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,5.62,188,3345,all,all
2024-10-20,42,2024,10,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,4.82,266,5516,all,all
2024-10-27,43,2024,10,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,6.36,332,5218,all,all
2024-11-03,44,2024,11,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,5.44,302,5556,all,all
2024-11-10,45,2024,11,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,4.95,315,6360,all,all
2024-11-17,46,2024,11,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,5.84,272,4659,all,all
2024-11-24,47,2024,11,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,5.96,293,4920,all,all
2024-12-01,48,2024,12,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,4.55,298,6549,all,all
2024-12-08,49,2024,12,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,5.8,210,3621,all,all
2024-12-15,50,2024,12,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,6.45,305,4727,all,all
2024-12-22,51,2024,12,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,6.72,360,5355,all,all
2024-12-29,52,2024,12,East of England,E12000006,Region,RSV,rsv_testing_positivityByWeek,5.23,358,6839,all,all
2023-01-01,52,2023,1,London,E12000007,Region,RSV,rsv_testing_positivityByWeek,4.38,267,6090,all,all
2023-01-08,1,2023,1,London,E12000007,Region,RSV,rsv_testing_positivityByWeek,5.34,239,4472,all,all
2023-01-15,2,2023,1,London,E12000007,Region,RSV,rsv_testing_positivityByWeek,4.92,183,3719,all,all
2023-01-22,3,2023,1,London,E12000007,Region,RSV,rsv_testing_positivityByWeek,4.27,313,7333,all,all
2023-01-29,4,2023,1,London,E12000007,Region,RSV,rsv_testing_positivityByWeek,3.78,155,4104,all,all
2023-02-05,5,2023,2,London,E12000007,Region,RSV,rsv_testing_positivityByWeek,2.6,161,6182,all,all
2023-02-12,6,2023,2,London,E12000007,Region,RSV,rsv_testing_positivityByWeek,3.28,90,2746,all,all
2023-02-19,7,2023,2,London,E12000007,Region,RSV,rsv_testing_positivityByWeek,2.28,113,4955,all,all
2023-02-26,8,2023,2,London,E12000007,Region,RSV,rsv_testing_positivityByWeek,2.05,71,3461,all,all
2023-03-05,9,2023,3,London,E12000007,Region,RSV,rsv_testing_positivityByWeek,2.27,107,4723,all,all
2023-03-12,10,2023,3,London,E12000007,Region,RSV,rsv_testing_positivityByWeek,1.81,134,7416,all,all
2023-03-19,11,2023,3,London,E12000007,Region,RSV,rsv_testing_positivityByWeek,1.64,91,5536,all,all
2023-03-26,12,2023,3,London,E12000007,Region,RSV,rsv_testing_positivityByWeek,1.36,80,5884,all,all
2023-04-02,13,2023,4,London,E12000007,Region,RSV,rsv_testing_positivityByWeek,1.74,62,3554,all,all
2023-04-09,14,2023,4,London,E12000007,Region,RSV,rsv_testing_positivityByWeek,1.17,31,2651,all,all
2023-04-16,15,2023,4,London,E12000007,Region,RSV,rsv_testing_positivityByWeek,0.25,8,3168,all,all
2023-04-23,16,2023,4,London,E12000007,Region,RSV,rsv_testing_positivityByWeek,0.38,11,2863,all,all
