date_value,area_name,disease,metric_value
2023-11-05,North West,influenza,16.8600
2023-11-05,North West,RSV,5.0900
2023-11-05,South East,COVID-19,6.9000
2023-11-05,South East,influenza,15.3900
2023-11-05,South East,RSV,5.8700
2023-11-05,South West,COVID-19,7.3400
2023-11-05,South West,influenza,14.5800
2023-11-05,South West,RSV,6.4900
2023-11-05,West Midlands,COVID-19,6.6500
2023-11-05,West Midlands,influenza,14.4600
2023-11-05,West Midlands,RSV,6.7000
2023-11-05,Yorkshire and The Humber,COVID-19,7.0300
2023-11-05,Yorkshire and The Humber,influenza,20.0200
2023-11-05,Yorkshire and The Humber,RSV,5.5200
2023-11-12,East Midlands,COVID-19,8.1600
2023-11-12,East Midlands,influenza,18.0400
2023-11-12,East Midlands,RSV,5.9000
2023-11-12,East of England,COVID-19,7.7200
2023-11-12,East of England,influenza,18.1700
2023-11-12,East of England,RSV,5.0300
2023-11-12,England,COVID-19,7.4900
2023-11-12,England,influenza,15.7900
2023-11-12,England,RSV,5.5300
2023-11-12,London,COVID-19,9.2400
2023-11-12,London,influenza,14.9300
2023-11-12,London,RSV,5.2800
2023-11-12,North East,COVID-19,7.9300
2023-11-12,North East,influenza,12.8000
2023-11-12,North East,RSV,6.6100
2023-11-12,North West,COVID-19,6.9900
2023-11-12,North West,influenza,16.2400
2023-11-12,North West,RSV,5.1200
2023-11-12,South East,COVID-19,7.4100
2023-11-12,South East,influenza,16.1400
2023-11-12,South East,RSV,4.7500
2023-11-12,South West,COVID-19,6.0900
2023-11-12,South West,influenza,18.5600
2023-11-12,South West,RSV,7.0700
2023-11-12,West Midlands,COVID-19,6.9300
2023-11-12,West Midlands,influenza,18.9000
2023-11-12,West Midlands,RSV,5.6200
2023-11-12,Yorkshire and The Humber,COVID-19,7.2400
2023-11-12,Yorkshire and The Humber,influenza,14.1600
2023-11-12,Yorkshire and The Humber,RSV,5.6900
2023-11-19,East Midlands,COVID-19,9.2600
2023-11-19,East Midlands,influenza,14.0700
2023-11-19,East Midlands,RSV,5.6200
2023-11-19,East of England,COVID-19,6.8500
2023-11-19,East of England,influenza,13.4900
2023-11-19,East of England,RSV,5.8100
2023-11-19,England,COVID-19,7.0100
2023-11-19,England,influenza,16.0300
2023-11-19,England,RSV,5.3300
2023-11-19,London,COVID-19,6.6400
2023-11-19,London,influenza,16.3800
2023-11-19,London,RSV,7.1500
2023-11-19,North East,COVID-19,7.8400
2023-11-19,North East,influenza,16.4700
2023-11-19,North East,RSV,4.4300
2023-11-19,North West,COVID-19,6.5300
2023-11-19,North West,influenza,14.3500
2023-11-19,North West,RSV,4.6900
2023-11-19,South East,COVID-19,9.2000
2023-11-19,South East,influenza,16.5000
2023-11-19,South East,RSV,5.1600
2023-11-19,South West,COVID-19,7.7300
2023-11-19,South West,influenza,15.7200
2023-11-19,South West,RSV,5.1100
2023-11-19,West Midlands,COVID-19,7.4000
2023-11-19,West Midlands,influenza,18.3000
2023-11-19,West Midlands,RSV,6.1500
2023-11-19,Yorkshire and The Humber,COVID-19,9.3800
2023-11-19,Yorkshire and The Humber,influenza,13.9000
2023-11-19,Yorkshire and The Humber,RSV,4.9900
2023-11-26,East Midlands,COVID-19,8.4700
2023-11-26,East Midlands,influenza,14.8700
2023-11-26,East Midlands,RSV,6.9500
2023-11-26,East of England,COVID-19,7.6500
2023-11-26,East of England,influenza,15.0900
2023-11-26,East of England,RSV,5.7900
2023-11-26,England,COVID-19,8.1800
2023-11-26,England,influenza,17.1500
2023-11-26,England,RSV,5.6400
2023-11-26,London,COVID-19,6.4900
2023-11-26,London,influenza,16.2100
2023-11-26,London,RSV,4.4800
2023-11-26,North East,COVID-19,6.1300
2023-11-26,North East,influenza,13.6900
2023-11-26,North East,RSV,5.6900
2023-11-26,North West,COVID-19,9.0200
2023-11-26,North West,influenza,15.2700
2023-11-26,North West,RSV,5.6000
2023-11-26,South East,COVID-19,7.2400
2023-11-26,South East,influenza,14.8600
2023-11-26,South East,RSV,5.5400
2023-11-26,South West,COVID-19,7.5300
2023-11-26,South West,influenza,17.4200
2023-11-26,South West,RSV,6.4400
2023-11-26,West Midlands,COVID-19,7.3800
2023-11-26,West Midlands,influenza,15.1200
2023-11-26,West Midlands,RSV,6.0700
2023-11-26,Yorkshire and The Humber,COVID-19,6.0400
2023-11-26,Yorkshire and The Humber,influenza,20.3100
2023-11-26,Yorkshire and The Humber,RSV,5.9500
2023-12-03,East Midlands,COVID-19,7.7300
2023-12-03,East Midlands,influenza,16.4900
2023-12-03,East Midlands,RSV,4.5800
2023-12-03,East of England,COVID-19,8.9200
2023-12-03,East of England,influenza,17.1300
2023-12-03,East of England,RSV,4.9300
2023-12-03,England,COVID-19,7.0100
2023-12-03,England,influenza,16.3700
2023-12-03,England,RSV,5.3900
2023-12-03,London,COVID-19,7.2300
2023-12-03,London,influenza,17.6300
2023-12-03,London,RSV,4.8300
2023-12-03,North East,COVID-19,6.9900
2023-12-03,North East,influenza,13.9600
2023-12-03,North East,RSV,4.8200
2023-12-03,North West,COVID-19,8.5500
2023-12-03,North West,influenza,17.9800
2023-12-03,North West,RSV,5.9000
2023-12-03,South East,COVID-19,8.5000
2023-12-03,South East,influenza,19.8000
2023-12-03,South East,RSV,5.6200
2023-12-03,South West,COVID-19,6.2200
2023-12-03,South West,influenza,14.3900
2023-12-03,South West,RSV,6.3600
2023-12-03,West Midlands,COVID-19,8.5300
2023-12-03,West Midlands,influenza,18.1800
2023-12-03,West Midlands,RSV,4.6900
2023-12-03,Yorkshire and The Humber,COVID-19,6.9500
2023-12-03,Yorkshire and The Humber,influenza,13.2600
2023-12-03,Yorkshire and The Humber,RSV,5.7700
2023-12-10,East Midlands,COVID-19,6.1100
2023-12-10,East Midlands,influenza,16.6200
2023-12-10,East Midlands,RSV,5.1400
2023-12-10,East of England,COVID-19,6.1100
2023-12-10,East of England,influenza,17.5300
2023-12-10,East of England,RSV,6.1500
2023-12-10,England,COVID-19,7.3700
2023-12-10,England,influenza,14.3500
2023-12-10,England,RSV,5.5000
2023-12-10,London,COVID-19,8.2400
2023-12-10,London,influenza,16.0700
2023-12-10,London,RSV,5.5300
2023-12-10,North East,COVID-19,5.9700
2023-12-10,North East,influenza,14.0000
2023-12-10,North East,RSV,6.0300
2023-12-10,North West,COVID-19,8.2400
2023-12-10,North West,influenza,15.9500
2023-12-10,North West,RSV,4.3100
2023-12-10,South East,COVID-19,7.4700
2023-12-10,South East,influenza,13.1400
2023-12-10,South East,RSV,5.8000
2023-12-10,South West,COVID-19,8.4500
2023-12-10,South West,influenza,14.4400
2023-12-10,South West,RSV,4.6700
2023-12-10,West Midlands,COVID-19,6.3700
2023-12-10,West Midlands,influenza,17.8100
2023-12-10,West Midlands,RSV,5.6300
2023-12-10,Yorkshire and The Humber,COVID-19,8.6400
2023-12-10,Yorkshire and The Humber,influenza,15.3100
2023-12-10,Yorkshire and The Humber,RSV,6.2000
2023-12-17,East Midlands,COVID-19,6.6600
2023-12-17,East Midlands,influenza,16.4100
2023-12-17,East Midlands,RSV,6.2600
2023-12-17,East of England,COVID-19,8.7200
2023-12-17,East of England,influenza,12.0500
2023-12-17,East of England,RSV,6.4000
2023-12-17,England,COVID-19,7.3100
2023-12-17,England,influenza,15.5800
2023-12-17,England,RSV,5.7500
2023-12-17,London,COVID-19,8.5100
2023-12-17,London,influenza,14.2400
2023-12-17,London,RSV,5.3500
2023-12-17,North East,COVID-19,8.4400
2023-12-17,North East,influenza,12.0400
2023-12-17,North East,RSV,6.2300
2023-12-17,North West,COVID-19,6.4800
2023-12-17,North West,influenza,15.5100
2023-12-17,North West,RSV,5.9700
2023-12-17,South East,COVID-19,6.3200
2023-12-17,South East,influenza,14.3200
2023-12-17,South East,RSV,5.5100
2023-12-17,South West,COVID-19,7.2400
2023-12-17,South West,influenza,13.5100
2023-12-17,South West,RSV,4.3900
2023-12-17,West Midlands,COVID-19,5.2700
2023-12-17,West Midlands,influenza,17.5200
2023-12-17,West Midlands,RSV,5.5600
2023-12-17,Yorkshire and The Humber,COVID-19,6.6300
2023-12-17,Yorkshire and The Humber,influenza,18.8400
2023-12-17,Yorkshire and The Humber,RSV,4.7900
2023-12-24,East Midlands,COVID-19,5.7200
2023-12-24,East Midlands,influenza,12.0600
2023-12-24,East Midlands,RSV,4.6400
2023-12-24,East of England,COVID-19,5.9300
2023-12-24,East of England,influenza,14.1200
2023-12-24,East of England,RSV,3.8700
2023-12-24,England,COVID-19,7.2200
2023-12-24,England,influenza,14.4700
2023-12-24,England,RSV,5.0600
2023-12-24,London,COVID-19,7.3300
2023-12-24,London,influenza,17.4100
2023-12-24,London,RSV,5.5700
2023-12-24,North East,COVID-19,6.1000
2023-12-24,North East,influenza,15.6100
2023-12-24,North East,RSV,4.5200
2023-12-24,North West,COVID-19,6.7700
2023-12-24,North West,influenza,17.5200
2023-12-24,North West,RSV,4.2500
2023-12-24,South East,COVID-19,9.9200
2023-12-24,South East,influenza,13.9500
2023-12-24,South East,RSV,5.4300
2023-12-24,South West,COVID-19,8.5100
2023-12-24,South West,influenza,12.4000
2023-12-24,South West,RSV,5.8800
2023-12-24,West Midlands,COVID-19,8.5300
2023-12-24,West Midlands,influenza,16.3100
2023-12-24,West Midlands,RSV,5.4300
2023-12-24,Yorkshire and The Humber,COVID-19,7.0500
2023-12-24,Yorkshire and The Humber,influenza,15.8000
2023-12-24,Yorkshire and The Humber,RSV,5.1100
2023-12-31,East Midlands,COVID-19,5.9600
2023-12-31,East Midlands,influenza,15.1700
2023-12-31,East Midlands,RSV,4.5400
2023-12-31,East of England,COVID-19,6.5900
2023-12-31,East of England,influenza,12.0800
2023-12-31,East of England,RSV,4.6100
2023-12-31,England,COVID-19,7.3900
2023-12-31,England,influenza,13.5900
2023-12-31,England,RSV,4.9800
2023-12-31,London,COVID-19,8.8500
2023-12-31,London,influenza,15.5200
2023-12-31,London,RSV,5.7800
2023-12-31,North East,COVID-19,7.0800
2023-12-31,North East,influenza,16.1800
2023-12-31,North East,RSV,4.6600
2023-12-31,North West,COVID-19,5.8400
2023-12-31,North West,influenza,12.5600
2023-12-31,North West,RSV,5.8900
2023-12-31,South East,COVID-19,8.1000
2023-12-31,South East,influenza,13.4700
2023-12-31,South East,RSV,5.6300
2023-12-31,South West,COVID-19,9.1900
2023-12-31,South West,influenza,16.7200
2023-12-31,South West,RSV,3.8300
2023-12-31,West Midlands,COVID-19,8.8000
2023-12-31,West Midlands,influenza,14.7600
2023-12-31,West Midlands,RSV,4.2100
2023-12-31,Yorkshire and The Humber,COVID-19,6.0400
2023-12-31,Yorkshire and The Humber,influenza,12.4500
2023-12-31,Yorkshire and The Humber,RSV,5.5300
2024-01-07,East Midlands,COVID-19,7.2300
2024-01-07,East Midlands,influenza,11.6900
2024-01-07,East Midlands,RSV,4.8900
2024-01-07,East of England,COVID-19,5.9500
2024-01-07,East of England,influenza,15.5700
2024-01-07,East of England,RSV,3.4200
2024-01-07,England,COVID-19,6.4600
2024-01-07,England,influenza,13.8800
2024-01-07,England,RSV,4.7700
2024-01-07,London,COVID-19,6.7200
2024-01-07,London,influenza,13.6800
2024-01-07,London,RSV,3.6200
2024-01-07,North East,COVID-19,8.7600
2024-01-07,North East,influenza,10.6900
2024-01-07,North East,RSV,3.9300
2024-01-07,North West,COVID-19,7.2600
2024-01-07,North West,influenza,13.6000
2024-01-07,North West,RSV,4.3100
2024-01-07,South East,COVID-19,8.6200
2024-01-07,South East,influenza,13.4100
2024-01-07,South East,RSV,4.4400
2024-01-07,South West,COVID-19,6.0700
2024-01-07,South West,influenza,13.5800
2024-01-07,South West,RSV,3.9800
2024-01-07,West Midlands,COVID-19,7.9800
2024-01-07,West Midlands,influenza,10.3500
2024-01-07,West Midlands,RSV,5.5200
2024-01-07,Yorkshire and The Humber,COVID-19,6.8200
2024-01-07,Yorkshire and The Humber,influenza,13.5200
2024-01-07,Yorkshire and The Humber,RSV,4.8100
2024-01-14,East Midlands,COVID-19,7.2000
2024-01-14,East Midlands,influenza,9.4500
2024-01-14,East Midlands,RSV,3.8700
2024-01-14,East of England,COVID-19,6.4700
2024-01-14,East of England,influenza,10.5800
2024-01-14,East of England,RSV,4.9400
2024-01-14,England,COVID-19,6.3900
2024-01-14,England,influenza,13.4000
2024-01-14,England,RSV,4.7400
2024-01-14,London,COVID-19,6.1600
2024-01-14,London,influenza,13.7500
2024-01-14,London,RSV,4.5600
2024-01-14,North East,COVID-19,5.4800
2024-01-14,North East,influenza,10.5700
2024-01-14,North East,RSV,4.8500
2024-01-14,North West,COVID-19,8.1100
2024-01-14,North West,influenza,9.8400
2024-01-14,North West,RSV,3.8000
2024-01-14,South East,COVID-19,8.7300
2024-01-14,South East,influenza,10.2700
2024-01-14,South East,RSV,4.5000
2024-01-14,South West,COVID-19,5.8400
2024-01-14,South West,influenza,11.2000
2024-01-14,South West,RSV,5.1100
2024-01-14,West Midlands,COVID-19,8.2200
2024-01-14,West Midlands,influenza,10.5000
2024-01-14,West Midlands,RSV,3.3800
2024-01-14,Yorkshire and The Humber,COVID-19,6.6800
2024-01-14,Yorkshire and The Humber,influenza,14.2800
2024-01-14,Yorkshire and The Humber,RSV,3.4100
2024-01-21,East Midlands,COVID-19,6.2900
2024-01-21,East Midlands,influenza,10.8400
2024-01-21,East Midlands,RSV,5.0500
2024-01-21,East of England,COVID-19,8.1300
2024-01-21,East of England,influenza,11.3100
2024-01-21,East of England,RSV,4.1000
2024-01-21,England,COVID-19,6.2300
2024-01-21,England,influenza,12.4500
2024-01-21,England,RSV,3.5300
2024-01-21,London,COVID-19,5.5900
2024-01-21,London,influenza,10.8400
2024-01-21,London,RSV,3.6800
2024-01-21,North East,COVID-19,5.3700
2024-01-21,North East,influenza,10.5200
2024-01-21,North East,RSV,4.6500
2024-01-21,North West,COVID-19,6.3700
2024-01-21,North West,influenza,10.4900
2024-01-21,North West,RSV,4.2500
2024-01-21,South East,COVID-19,6.0200
2024-01-21,South East,influenza,13.0400
2024-01-21,South East,RSV,4.3300
2024-01-21,South West,COVID-19,5.4200
2024-01-21,South West,influenza,12.8800
2024-01-21,South West,RSV,4.4200
2024-01-21,West Midlands,COVID-19,8.6600
2024-01-21,West Midlands,influenza,11.4100
2024-01-21,West Midlands,RSV,3.1100
2024-01-21,Yorkshire and The Humber,COVID-19,6.6900
2024-01-21,Yorkshire and The Humber,influenza,13.8400
2024-01-21,Yorkshire and The Humber,RSV,3.7900
2024-01-28,East Midlands,COVID-19,6.3700
2024-01-28,East Midlands,influenza,13.9100
2024-01-28,East Midlands,RSV,4.9000
2024-01-28,East of England,COVID-19,5.1100
2024-01-28,East of England,influenza,10.7000
2024-01-28,East of England,RSV,2.9300
2024-01-28,England,COVID-19,6.0000
2024-01-28,England,influenza,10.1000
2024-01-28,England,RSV,3.7200
2024-01-28,London,COVID-19,6.4200
2024-01-28,London,influenza,9.9700
2024-01-28,London,RSV,5.0100
2024-01-28,North East,COVID-19,4.9100
2024-01-28,North East,influenza,10.3000
2024-01-28,North East,RSV,3.7000
2024-01-28,North West,COVID-19,5.4100
2024-01-28,North West,influenza,11.8800
2024-01-28,North West,RSV,3.2400
2024-01-28,South East,COVID-19,5.1400
2024-01-28,South East,influenza,9.7300
2024-01-28,South East,RSV,4.3700
2024-01-28,South West,COVID-19,6.4600
2024-01-28,South West,influenza,8.9300
2024-01-28,South West,RSV,4.0500
2024-01-28,West Midlands,COVID-19,4.2500
2024-01-28,West Midlands,influenza,11.2100
2024-01-28,West Midlands,RSV,3.7100
2024-01-28,Yorkshire and The Humber,COVID-19,5.8400
2024-01-28,Yorkshire and The Humber,influenza,11.5500
2024-01-28,Yorkshire and The Humber,RSV,4.0800
2024-02-04,East Midlands,COVID-19,5.8300
2024-02-04,East Midlands,influenza,9.1200
2024-02-04,East Midlands,RSV,3.7400
2024-02-04,East of England,COVID-19,5.2900
2024-02-04,East of England,influenza,10.6900
2024-02-04,East of England,RSV,4.3300
2024-02-04,England,COVID-19,5.6500
2024-02-04,England,influenza,9.5500
2024-02-04,England,RSV,3.6500
2024-02-04,London,COVID-19,6.6700
2024-02-04,London,influenza,7.7000
2024-02-04,London,RSV,3.3000
2024-02-04,North East,COVID-19,5.2300
2024-02-04,North East,influenza,10.1900
2024-02-04,North East,RSV,3.2000
2024-02-04,North West,COVID-19,7.4100
2024-02-04,North West,influenza,9.1700
2024-02-04,North West,RSV,4.0800
2024-02-04,South East,COVID-19,5.2500
2024-02-04,South East,influenza,9.7600
2024-02-04,South East,RSV,3.4800
2024-02-04,South West,COVID-19,4.9400
2024-02-04,South West,influenza,8.9300
2024-02-04,South West,RSV,2.9300
2024-02-04,West Midlands,COVID-19,5.7800
2024-02-04,West Midlands,influenza,7.9900
2024-02-04,West Midlands,RSV,3.2700
2024-02-04,Yorkshire and The Humber,COVID-19,5.6800
2024-02-04,Yorkshire and The Humber,influenza,10.3800
2024-02-04,Yorkshire and The Humber,RSV,3.2000
2024-02-11,East Midlands,COVID-19,4.3500
2024-02-11,East Midlands,influenza,8.2100
2024-02-11,East Midlands,RSV,2.4200
2024-02-11,East of England,COVID-19,4.3100
2024-02-11,East of England,influenza,8.6500
2024-02-11,East of England,RSV,3.1100
2024-02-11,England,COVID-19,5.4800
2024-02-11,England,influenza,9.0600
2024-02-11,England,RSV,3.6200
2024-02-11,London,COVID-19,4.6300
2024-02-11,London,influenza,9.9100
2024-02-11,London,RSV,3.7700
2024-02-11,North East,COVID-19,5.0200
2024-02-11,North East,influenza,9.9800
2024-02-11,North East,RSV,2.5900
2024-02-11,North West,COVID-19,5.0400
2024-02-11,North West,influenza,8.5900
2024-02-11,North West,RSV,3.6800
2024-02-11,South East,COVID-19,5.6400
2024-02-11,South East,influenza,8.6100
2024-02-11,South East,RSV,3.2500
2024-02-11,South West,COVID-19,5.3000
2024-02-11,South West,influenza,10.6000
2024-02-11,South West,RSV,2.9100
2024-02-11,West Midlands,COVID-19,6.5200
2024-02-11,West Midlands,influenza,9.1800
2024-02-11,West Midlands,RSV,2.7500
2024-02-11,Yorkshire and The Humber,COVID-19,4.5000
2024-02-11,Yorkshire and The Humber,influenza,7.2800
2024-02-11,Yorkshire and The Humber,RSV,3.1900
2024-02-18,East Midlands,COVID-19,5.3800
2024-02-18,East Midlands,influenza,6.8600
2024-02-18,East Midlands,RSV,3.7200
2024-02-18,East of England,COVID-19,6.5900
2024-02-18,East of England,influenza,7.9700
2024-02-18,East of England,RSV,3.2300
2024-02-18,England,COVID-19,5.3500
2024-02-18,England,influenza,8.5600
2024-02-18,England,RSV,2.7800
2024-02-18,London,COVID-19,4.4100
2024-02-18,London,influenza,6.7500
2024-02-18,London,RSV,2.6800
2024-02-18,North East,COVID-19,5.4000
2024-02-18,North East,influenza,8.5000
2024-02-18,North East,RSV,2.8800
2024-02-18,North West,COVID-19,4.1600
2024-02-18,North West,influenza,8.8600
2024-02-18,North West,RSV,2.4600
2024-02-18,South East,COVID-19,4.7500
2024-02-18,South East,influenza,7.6000
2024-02-18,South East,RSV,3.5600
2024-02-18,South West,COVID-19,4.0100
2024-02-18,South West,influenza,8.4800
2024-02-18,South West,RSV,3.2200
2024-02-18,West Midlands,COVID-19,4.2100
2024-02-18,West Midlands,influenza,9.0700
2024-02-18,West Midlands,RSV,3.0800
2024-02-18,Yorkshire and The Humber,COVID-19,5.0700
2024-02-18,Yorkshire and The Humber,influenza,8.2000
2024-02-18,Yorkshire and The Humber,RSV,3.5800
2024-02-25,East Midlands,COVID-19,4.9100
2024-02-25,East Midlands,influenza,7.2900
2024-02-25,East Midlands,RSV,2.6600
2024-02-25,East of England,COVID-19,4.4900
2024-02-25,East of England,influenza,5.7800
2024-02-25,East of England,RSV,3.1700
2024-02-25,England,COVID-19,4.7900
2024-02-25,England,influenza,6.3900
2024-02-25,England,RSV,2.0400
2024-02-25,London,COVID-19,4.2600
2024-02-25,London,influenza,6.8600
2024-02-25,London,RSV,2.7200
2024-02-25,North East,COVID-19,3.7300
2024-02-25,North East,influenza,8.3700
2024-02-25,North East,RSV,2.1000
2024-02-25,North West,COVID-19,4.2000
2024-02-25,North West,influenza,6.7100
2024-02-25,North West,RSV,2.7700
2024-02-25,South East,COVID-19,4.1200
2024-02-25,South East,influenza,5.6200
2024-02-25,South East,RSV,2.6800
2024-02-25,South West,COVID-19,4.5200
2024-02-25,South West,influenza,7.5400
2024-02-25,South West,RSV,2.7900
2024-02-25,West Midlands,COVID-19,4.1600
2024-02-25,West Midlands,influenza,8.5700
2024-02-25,West Midlands,RSV,2.7100
2024-02-25,Yorkshire and The Humber,COVID-19,4.2000
2024-02-25,Yorkshire and The Humber,influenza,7.5300
2024-02-25,Yorkshire and The Humber,RSV,2.4000
2024-03-03,East Midlands,COVID-19,5.4400
2024-03-03,East Midlands,influenza,5.4400
2024-03-03,East Midlands,RSV,2.2000
2024-03-03,East of England,COVID-19,3.9500
2024-03-03,East of England,influenza,5.1700
2024-03-03,East of England,RSV,2.7200
2024-03-03,England,COVID-19,4.4900
2024-03-03,England,influenza,5.6400
2024-03-03,England,RSV,2.4700
2024-03-03,London,COVID-19,3.1400
2024-03-03,London,influenza,4.6900
2024-03-03,London,RSV,2.7600
2024-03-03,North East,COVID-19,4.6700
2024-03-03,North East,influenza,5.1300
2024-03-03,North East,RSV,2.3200
2024-03-03,North West,COVID-19,4.2900
2024-03-03,North West,influenza,6.5200
2024-03-03,North West,RSV,2.6700
2024-03-03,South East,COVID-19,5.1300
2024-03-03,South East,influenza,5.2900
2024-03-03,South East,RSV,1.8700
2024-03-03,South West,COVID-19,2.5400
2024-03-03,South West,influenza,5.0400
2024-03-03,South West,RSV,2.1200
2024-03-03,West Midlands,COVID-19,3.8100
2024-03-03,West Midlands,influenza,4.3500
2024-03-03,West Midlands,RSV,1.8100
2024-03-03,Yorkshire and The Humber,COVID-19,4.5900
2024-03-03,Yorkshire and The Humber,influenza,6.5400
2024-03-03,Yorkshire and The Humber,RSV,2.8200
2024-03-10,East Midlands,COVID-19,4.5100
2024-03-10,East Midlands,influenza,5.4900
2024-03-10,East Midlands,RSV,2.0200
2024-03-10,East of England,COVID-19,3.0700
2024-03-10,East of England,influenza,5.8100
2024-03-10,East of England,RSV,1.7200
2024-03-10,England,COVID-19,3.1500
2024-03-10,England,influenza,3.9400
2024-03-10,England,RSV,1.7800
2024-03-10,London,COVID-19,5.3100
2024-03-10,London,influenza,3.7000
2024-03-10,London,RSV,1.3500
2024-03-10,North East,COVID-19,3.7300
2024-03-10,North East,influenza,5.3900
2024-03-10,North East,RSV,1.4400
2024-03-10,North West,COVID-19,3.4100
2024-03-10,North West,influenza,3.0400
2024-03-10,North West,RSV,1.9500
2024-03-10,South East,COVID-19,3.7800
2024-03-10,South East,influenza,5.0200
2024-03-10,South East,RSV,1.6900
2024-03-10,South West,COVID-19,4.1900
2024-03-10,South West,influenza,5.6400
2024-03-10,South West,RSV,1.9400
2024-03-10,West Midlands,COVID-19,4.5300
2024-03-10,West Midlands,influenza,5.4700
2024-03-10,West Midlands,RSV,1.6500
2024-03-10,Yorkshire and The Humber,COVID-19,3.2100
2024-03-10,Yorkshire and The Humber,influenza,5.0300
2024-03-10,Yorkshire and The Humber,RSV,2.3000
2024-03-17,East Midlands,COVID-19,2.9500
2024-03-17,East Midlands,influenza,4.8700
2024-03-17,East Midlands,RSV,1.2500
2024-03-17,East of England,COVID-19,3.4200
2024-03-17,East of England,influenza,3.6300
2024-03-17,East of England,RSV,1.6300
2024-03-17,England,COVID-19,3.6600
2024-03-17,England,influenza,2.9600
2024-03-17,England,RSV,1.3200
2024-03-17,London,COVID-19,3.2000
2024-03-17,London,influenza,4.1600
2024-03-17,London,RSV,2.2500
2024-03-17,North East,COVID-19,2.7200
2024-03-17,North East,influenza,3.8500
2024-03-17,North East,RSV,1.7700
2024-03-17,North West,COVID-19,3.4500
2024-03-17,North West,influenza,4.2000
2024-03-17,North West,RSV,1.8800
2024-03-17,South East,COVID-19,4.3900
2024-03-17,South East,influenza,3.1300
2024-03-17,South East,RSV,1.4100
2024-03-17,South West,COVID-19,3.9400
2024-03-17,South West,influenza,5.1100
2024-03-17,South West,RSV,1.3600
2024-03-17,West Midlands,COVID-19,3.0100
2024-03-17,West Midlands,influenza,4.4400
2024-03-17,West Midlands,RSV,1.7100
2024-03-17,Yorkshire and The Humber,COVID-19,2.7400
2024-03-17,Yorkshire and The Humber,influenza,3.8100
2024-03-17,Yorkshire and The Humber,RSV,1.2900
2024-03-24,East Midlands,COVID-19,3.9100
2024-03-24,East Midlands,influenza,3.8000
2024-03-24,East Midlands,RSV,1.2800
2024-03-24,East of England,COVID-19,4.0900
2024-03-24,East of England,influenza,3.7400
2024-03-24,East of England,RSV,1.6100
2024-03-24,England,COVID-19,3.5900
2024-03-24,England,influenza,3.7100
2024-03-24,England,RSV,1.2100
2024-03-24,London,COVID-19,3.3400
2024-03-24,London,influenza,2.4700
2024-03-24,London,RSV,.9600
2024-03-24,North East,COVID-19,2.5100
2024-03-24,North East,influenza,1.6700
2024-03-24,North East,RSV,2.1700
2024-03-24,North West,COVID-19,3.1100
2024-03-24,North West,influenza,1.8200
2024-03-24,North West,RSV,1.3200
2024-03-24,South East,COVID-19,3.2900
2024-03-24,South East,influenza,3.6700
2024-03-24,South East,RSV,1.4200
2024-03-24,South West,COVID-19,3.5400
2024-03-24,South West,influenza,2.3400
2024-03-24,South West,RSV,1.2800
2024-03-24,West Midlands,COVID-19,3.4100
2024-03-24,West Midlands,influenza,3.8800
2024-03-24,West Midlands,RSV,1.2800
2024-03-24,Yorkshire and The Humber,COVID-19,3.3100
2024-03-24,Yorkshire and The Humber,influenza,3.0500
2024-03-24,Yorkshire and The Humber,RSV,1.7000
2024-03-31,East Midlands,COVID-19,2.2600
2024-03-31,East Midlands,influenza,.7900
2024-03-31,East Midlands,RSV,1.2800
2024-03-31,East of England,COVID-19,2.4700
2024-03-31,East of England,influenza,2.3500
2024-03-31,East of England,RSV,1.0200
2024-03-31,England,COVID-19,3.4600
2024-03-31,England,influenza,3.3700
2024-03-31,England,RSV,1.0900
2024-03-31,London,COVID-19,2.5900
2024-03-31,London,influenza,1.7600
2024-03-31,London,RSV,1.2600
2024-03-31,North East,COVID-19,2.7300
2024-03-31,North East,influenza,3.9100
2024-03-31,North East,RSV,1.2400
2024-03-31,North West,COVID-19,3.7000
2024-03-31,North West,influenza,2.3600
2024-03-31,North West,RSV,1.8900
2024-03-31,South East,COVID-19,3.6100
2024-03-31,South East,influenza,2.9700
2024-03-31,South East,RSV,1.3300
2024-03-31,South West,COVID-19,2.7000
2024-03-31,South West,influenza,2.4600
2024-03-31,South West,RSV,1.5400
2024-03-31,West Midlands,COVID-19,3.0400
2024-03-31,West Midlands,influenza,1.1300
2024-03-31,West Midlands,RSV,1.1300
2024-03-31,Yorkshire and The Humber,COVID-19,3.3500
2024-03-31,Yorkshire and The Humber,influenza,2.3500
2024-03-31,Yorkshire and The Humber,RSV,1.1200
2024-04-07,East Midlands,COVID-19,3.3300
2024-04-07,East Midlands,influenza,.4400
2024-04-07,East Midlands,RSV,.6700
2024-04-07,East of England,COVID-19,3.3100
2024-04-07,East of England,influenza,1.4600
2024-04-07,East of England,RSV,.7100
2024-04-07,England,COVID-19,2.5100
2024-04-07,England,influenza,1.5300
2024-04-07,England,RSV,.7300
2024-04-07,London,COVID-19,1.6100
2024-04-07,London,influenza,1.2400
2024-04-07,London,RSV,.7600
2024-04-07,North East,COVID-19,2.0200
2024-04-07,North East,influenza,.3600
2024-04-07,North East,RSV,.6100
2024-04-07,North West,COVID-19,2.7000
2024-04-07,North West,influenza,1.2400
2024-04-07,North West,RSV,1.2000
2024-04-07,South East,COVID-19,2.8500
2024-04-07,South East,influenza,1.5900
